Id,Attrition
1,2.0497542994424857e-13
2,3.211104619051618e-10
3,7.514418910787295e-11
4,3.9496513280885184e-08
5,1.5251975171129005e-12
6,8.506421096769898e-11
7,1.048473639149484e-09
8,1.0128175914871715e-06
9,6.873264381132031e-10
10,3.8681646083591987e-11
11,5.767243295155564e-10
12,0.00025900764470622375
13,0.000646129960040131
14,1.2733244306255095e-12
15,2.2588493143223497e-10
16,0.015977750659526346
17,0.8165215723510627
18,0.0010485661757686992
19,2.7282385894034687e-12
20,2.4286750079714123e-10
21,6.407865322338497e-07
22,0.0005506491110827461
23,2.853782563855571e-12
24,6.591304538590107e-10
25,1.963962894604301e-12
26,2.5994261686566256e-08
27,1.6054933111014039e-09
28,3.7337063627117613e-08
29,2.497506776925825e-07
30,1.309738247776578e-09
31,1.345244367339287e-11
32,1.4544455650776754e-11
33,2.0081147501136487e-10
34,7.875574955914953e-09
35,1.6297045416001109e-06
36,8.219086214788047e-10
37,0.002200704110682368
38,3.4469518085253317e-09
39,3.164288660473624e-08
40,1.6351400563594485e-09
41,1.0910594299224345e-08
42,6.732649274189976e-08
43,7.959178777375021e-10
44,2.852730247137912e-07
45,1.4109506441027773e-06
46,1.2381518716207075e-07
47,3.527554357578878e-13
48,4.2836176451707494e-11
49,9.09892652293825e-13
50,3.072681889268933e-06
51,0.000157884036735358
52,1.6590081968630389e-12
53,4.120360831082338e-07
54,0.001080537332379031
55,1.4284839715165267e-07
56,0.9532514272653454
57,5.396063053639499e-05
58,6.10462512555459e-07
59,9.024532516287131e-11
60,1.907617957065146e-07
61,4.442988118087309e-11
62,0.006977502981596696
63,0.05783999087445042
64,1.2226384320904908e-07
65,0.0015973395253646443
66,3.681241312427027e-10
67,1.6738036166415255e-08
68,3.387897094825148e-07
69,1.6706454002533326e-10
70,9.613066830951332e-06
71,6.79249942769242e-07
72,2.907060051067614e-06
73,8.490745316391829e-10
74,3.720003110095856e-05
75,5.634772340481385e-10
76,0.0018967538977961143
77,3.3611424156961227e-06
78,5.210441482388407e-05
79,1.012445801039085e-06
80,0.9427651343339285
81,2.9452695962459958e-08
82,5.568692257744766e-10
83,0.04746974719129038
84,1.0759601876797992e-07
85,1.7824664058876665e-09
86,2.2468532661360785e-05
87,0.0003709466172998028
88,7.199830188731963e-08
89,5.406135926195758e-06
90,0.6731679511299677
91,1.7756120530605313e-09
92,6.023611213227851e-06
93,4.2129623171094645e-05
94,1.8501037429853617e-07
95,0.9997836530165923
96,2.613577096746294e-06
97,0.9960046821109565
98,3.990997512864797e-10
99,6.177260846084944e-07
100,7.587198062989584e-07
101,0.17866467440631265
102,1.054720023472814e-05
103,0.00607813059144482
104,3.4874361936569136e-06
105,0.05926213928326725
106,1.450665106982525e-07
107,0.001995731682593748
108,3.625747277733021e-08
109,0.0003466173359665694
110,1.2490053215659688e-09
111,0.06647338115129674
112,5.700164615905589e-05
113,0.06189765293435715
114,0.00018768329131869655
115,0.004048726312490905
116,6.7522624543514646e-06
117,8.640154471701827e-09
118,6.642895498022558e-08
119,0.6503537428837896
120,1.3308567690162847e-05
121,0.007999482053109403
122,0.06334673910355623
123,1.2301159928606963e-08
124,0.00021577201370676492
125,0.007944610153681553
126,1.6182399641046665e-07
127,0.037570747587855606
128,3.909709594800457e-05
129,0.8954547812358066
130,3.975135855378515e-05
131,9.755751008030208e-06
132,9.286289853736889e-07
133,2.415113389932739e-10
134,0.9992674109146078
135,2.8482725976887622e-06
136,0.00013851277109722273
137,0.00838411960779338
138,0.318590208258309
139,4.372720195896031e-08
140,2.4130824298916895e-07
141,0.181596408877667
142,2.421579243258332e-05
143,1.5140197958390122e-05
144,0.00027175874547581366
145,0.860571716690922
146,0.00704726164398889
147,0.00045375052831915367
148,0.37148070946669637
149,7.123464694245393e-05
150,0.00015813112222766863
151,0.7550749519199945
152,0.022622464614112374
153,1.4800116785864357e-06
154,0.9633081056677694
155,0.00010013629304028254
156,0.04404320278885541
157,0.09252461835807743
158,1.8289234112781713e-08
159,0.021829421611937336
160,1.7828865228935908e-07
161,0.9919411842291016
162,0.3932377084346462
163,0.000323787385832924
164,1.7085951277606325e-06
165,1.4815980580908021e-10
166,0.03128478194195356
167,0.9956506159708951
168,1.1953845195543264e-05
169,1.300183164431165e-07
170,0.009251118155840864
171,0.00012822942937129998
172,7.381424337583266e-06
173,7.881113453404835e-05
174,0.07491864103886167
175,2.780748319296109e-06
176,0.0024459988730341463
177,0.004094222930981705
178,5.925451525074855e-07
179,2.4634593809086937e-09
180,0.7789877604578831
181,0.0077419349356713015
182,0.0014743921978061976
183,0.09484864468499338
184,2.360344081879003e-07
185,0.9907068967038796
186,8.65293617950003e-05
187,1.6731156539473285e-08
188,5.0326707230917226e-06
189,2.3011425777682356e-06
190,2.722236019762391e-05
191,2.653606291971799e-05
192,1.1014368350487784e-06
193,8.183293219020031e-07
194,0.8053588162466053
195,0.9910186571216637
196,0.021176031579294118
197,0.4347887116292529
198,8.542897446866711e-06
199,0.010123309996009624
200,0.03711225968083238
201,0.44476508064822984
202,0.9933216576848153
203,0.6754006942843811
204,8.457518515206274e-05
205,0.02667245994665017
206,1.0958373629719312e-05
207,0.26915944353471327
208,0.0014030249023926496
209,0.5032669957691152
210,0.9961671882091642
211,0.12495060744894554
212,0.002336469655435051
213,5.1191808017711e-05
214,0.5337006113152551
215,0.923951027122696
216,0.9730342390385109
217,0.9134791199969016
218,0.0008590624451366302
219,0.7050601865712476
220,0.0002783412267115927
221,0.42767523475997865
222,0.001631743908761505
223,0.066003603033921
224,0.02697461375869771
225,0.9466280814169602
226,8.001841865869513e-05
227,6.888074806114924e-05
228,0.005858216233314351
229,1.42960035714259e-06
230,0.06188566525230109
231,0.8075825661037216
232,0.06031923577075726
233,0.022676095477316888
234,0.25044151367182393
235,4.331028211135281e-06
236,0.00015929401268728203
237,0.00010547501278870301
238,0.0008555445361780209
239,0.9773905196365219
240,0.00088203270935993
241,2.3270348286978057e-06
242,0.0001322878449116884
243,0.0548048976129948
244,0.9981370868243498
245,0.0031031818310787674
246,0.00019756273983360183
247,0.7779365053639222
248,0.00653559268068238
249,3.7169521000849406e-08
250,0.0031621729099795483
251,3.0016864173153696e-05
252,9.657216894543705e-08
253,0.003387818317773475
254,0.00019780457433453123
255,0.05343333107552189
256,0.7855609083789192
257,0.0002554416442212867
258,0.027057817602368847
259,0.0008064588393365112
260,0.5567455830825003
261,0.00040100111690103486
262,0.005068541561984414
263,0.16926396976723496
264,0.9585649466061977
265,0.1699841628036142
266,0.00022483614270450114
267,0.0018475140653209598
268,0.0006836793246007603
269,0.033430468379819105
270,0.009095297555701978
271,0.0016833892506988885
272,0.5442232300304478
273,0.9197578488106714
274,0.1815183482085311
275,0.7362640234909364
276,0.5571025231465448
277,0.05030674362198592
278,0.5765165490771704
279,3.0616527803499725e-06
280,1.1863509083842381e-05
281,0.0018739641362045206
282,0.016047853087765244
283,0.021626631425399993
284,0.00012926939367868622
285,0.00028542503816277845
286,0.9965622440595792
287,0.00033530634362415995
288,0.15318211620882094
289,0.006950339230147708
290,0.04414124058146494
291,0.9779563708833432
292,3.1437471895590837e-06
293,9.044966094463338e-05
294,0.0011680286649320745
295,1.0136149104519268e-06
296,0.0053646694124475005
297,0.002867239005131109
298,0.0005734389842488587
299,0.0019401781605833412
300,0.00031559642303823884
301,0.013757887889222824
302,5.208817231439165e-06
303,1.920282362992712e-07
304,0.9991104355146158
305,0.002123780519704938
306,0.027665505093416223
307,0.2294506528348608
308,0.0027160438899792153
309,1.60190697946737e-05
310,0.00023869881644769645
311,0.00554831378712925
312,8.288760367686762e-05
313,0.0921948234166084
314,0.0060762348301612035
315,0.24887935537849207
316,0.2643272038899965
317,0.040272008227173944
318,0.7394738244293849
319,3.812612659864946e-05
320,0.0020786474575247723
321,0.06550249775846362
322,0.0007600279965768516
323,4.714234992503505e-06
324,3.258805286554614e-05
325,0.9998036702728075
326,4.862991185472018e-05
327,0.9875601818674279
328,0.19938958452092823
329,0.24921988390976854
330,0.0020466609286626117
331,0.0003398129889939496
332,0.6790311977192383
333,0.0005245698310716792
334,0.00013215169138503056
335,0.0011587553050702727
336,5.222752764327978e-06
337,0.6718979016018163
338,2.1920726046527794e-05
339,0.00022404824339704467
340,0.4852118731520528
341,0.0005353793096539397
342,0.8891771793749994
343,3.787861739824983e-07
344,0.008179895647038544
345,0.0009221939457942891
346,0.0012125486817787005
347,0.08653396891251755
348,0.0001216589054683466
349,2.3957352270506806e-05
350,0.0007027460416972399
351,3.6966395926519667e-06
352,1.3718916031736077e-06
353,0.40423784979685096
354,0.0006447508757284286
355,4.7635074045064e-05
356,0.9364062829556106
357,0.9661095840193317
358,1.433176770011753e-06
359,7.226619480892821e-06
360,0.14434852224076997
361,5.7392747343791865e-06
362,1.493168494561877e-07
363,0.13841964074146254
364,4.926515628875715e-06
365,0.9951762430937184
366,0.0011503818869924019
367,0.00020617480753880185
368,0.002362460115917225
369,0.00010472818565641019
370,0.20047502701372524
371,0.0006847407742206943
372,1.3527262904291656e-06
373,1.294264520842102e-05
374,0.6195862650510741
375,8.89573176323637e-05
376,0.011064345194448537
377,0.0014272399433352982
378,0.0021452012897908933
379,0.8076606031720195
380,4.492270046094976e-06
381,0.9997606139503122
382,0.00015648281303134225
383,0.00037056627559661813
384,9.906945982576403e-06
385,0.9531473457653169
386,0.9913597307255022
387,0.9997495949297455
388,0.8914757251173158
389,0.009374652145290277
390,0.025238847754070277
391,0.0021454319069247685
392,4.837018904849098e-07
393,0.9787458248835188
394,0.0007333869129444487
395,1.8525605515787257e-05
396,0.02820207947124197
397,0.9930786895854893
398,3.552534908839969e-07
399,1.535160288479033e-05
400,0.0002641268149633973
401,5.975350221120712e-05
402,4.858877578697632e-05
403,0.010077742146725579
404,0.16766599890821246
405,0.5424380202376486
406,9.208665587383449e-05
